,0,1,2,3,4
1301skj,0.5082219981634718,0.218746033639079,0.053563574967049034,0.18401000889675356,0.03545838433364664
1100j0u,0.1951771951374032,0.1256334833920357,0.08535634250340804,0.5842923537913274,0.009540625175825698
0G00r5c,0.21969966641591476,0.3098346573241721,0.24244082938423017,0.164930344454114,0.063094502421569
1202v5m,0.3089156101144495,0.3929269021303884,0.05933220405934293,0.18030603528879058,0.058519248407028615
0C01365,0.28691458512156015,0.10531025838892527,0.3256159277357166,0.09714538498999498,0.1850138437638029
1302gp2,0.3121450178400096,0.28688990240081014,0.12742022287730248,0.19246287546372437,0.08108198141815338
0T00ted,0.10833944606395715,0.0980273781954637,0.07385710314861525,0.13172691879206078,0.5880491537999031
0U01og8,0.0786910450569749,0.10486374439461008,0.7279293492728325,0.03733588862595514,0.05117997264962737
12030n2,0.16834339442749868,0.16463393534955068,0.05547815577494699,0.1376170291711876,0.4739274852768161
0W00632,0.05712226630194288,0.3554612125829616,0.06995912555900625,0.27792815279813604,0.23952924275795318
1000mdu,0.10250838143631032,0.11719652300873983,0.1595017027314905,0.37244177251165866,0.24835162031180066
0602sqq,0.32501695235948014,0.08018331648260477,0.25010128890746924,0.26390937938463277,0.08078906286581304
13028ek,0.5755608414405413,0.1038091800436555,0.05834286019559064,0.2307198019190824,0.03156731640113007
130204c,0.22709526891184395,0.0750490705236715,0.14271493332923707,0.06819139602276485,0.4869493312124826
1301li6,0.5226300196645762,0.15210188288850057,0.10155371400930208,0.11135825596805256,0.11235612746956858
0J00lhb,0.557774378512381,0.1474575456730025,0.07104866391620465,0.16509848422798273,0.0586209276704292
0600umh,0.052110050727806737,0.15108324251771832,0.06383765364380777,0.04149421508476457,0.6914748380259026
0K024sv,0.23299589798098064,0.05727715188250558,0.5623147977450856,0.05182635060823506,0.09558580178319304
0701790,0.12411823875350805,0.1025979345320058,0.5225590590815379,0.18645921521771586,0.0642655524152323
1301cla,0.6082981216691783,0.1225461605320309,0.10980926280210854,0.07764217092641194,0.08170428407027029
0A018t9,0.12895831226945587,0.19090421457131676,0.19016413172183141,0.40289256461387235,0.08708077682352368
1301sj1,0.1467382953829982,0.46572440397250214,0.1424785508203666,0.18544216397789082,0.05961658584624221
0G016hn,0.13194815055068196,0.6084619495697128,0.054106747608576,0.17743733808010625,0.028045814190923057
0F02qrc,0.5639032972512854,0.17265825212796135,0.1368684496763199,0.1131216686862111,0.013448332258222237
1302oal,0.5384785433025705,0.1706447207100971,0.13028530252944615,0.1016993706576157,0.058892062800270636
13019db,0.17800918755605508,0.20917725489448794,0.2803898971902428,0.2689363176659791,0.0634873426932351
0W0291g,0.3988543861914208,0.08424131806885984,0.036070507888470875,0.04772650424151447,0.433107283609734
1301j5u,0.46693358274432273,0.3571740145497557,0.049803579077397686,0.05968106256513762,0.06640776106338629
0G00v22,0.3299615862531204,0.3177709540841642,0.05723941981789964,0.17429543565248568,0.1207326041923301
0B02gv8,0.33328999476404597,0.0549212251004654,0.1738129874658773,0.2042775189230166,0.2336982737465948
1301qv8,0.09885728361436333,0.1673578406208855,0.5720193032401261,0.08093395056566341,0.08083162195896171
0A00e04,0.12227654443574228,0.6549257913546265,0.08532030333206482,0.0741603998093914,0.063316961068175
1301mu0,0.16108175593007917,0.2175555334859655,0.06819371084248636,0.42346447432774614,0.1297045254137228
0601nug,0.054208935326210385,0.049670718153125216,0.8391442436520514,0.04432063979146998,0.012655463077142975
0H01tsg,0.09108031088531299,0.34859742722676035,0.14053879439415665,0.4070519239199233,0.01273154357384666
0K02hh8,0.25639842388815637,0.2545195175342667,0.20886001185286274,0.06529125712425639,0.2149307896004578
130254f,0.0947519108167021,0.3039946543285854,0.0493167854266199,0.4933022022556459,0.058634447172446674
1301hni,0.19825863263220417,0.407794746874044,0.16253278748831856,0.18446418338507065,0.04694964962036266
1302ckn,0.35838389419389516,0.23400269497673268,0.07042802409391377,0.22385654575889136,0.11332884097656709
0F02ani,0.10433528317567345,0.6971719581007912,0.04661815185619522,0.11171480462076802,0.04015980224657205
0B01mh6,0.1815271918127808,0.13410831448708418,0.4146779993021231,0.05449000764152902,0.2151964867564829
13000jf,0.4225017460206848,0.1575765181314648,0.3149570531750747,0.05406826054451066,0.05089642212826507
130270h,0.5628918530061855,0.1898352944489763,0.06579187824705593,0.0969415837763263,0.08453939052145601
0H027kj,0.30753570868404756,0.3405485166061559,0.10436900830972756,0.16800251763723562,0.07954424876283346
0Y030tm,0.05411090081143076,0.06882099144286893,0.7220198195746713,0.12618315029952523,0.02886513787150379
13024l3,0.061002330599507174,0.36844213350792215,0.0759953131511467,0.44021196561222864,0.05434825712919531
0B0119v,0.34064660116441164,0.2536805003050435,0.1332968152624298,0.16465649934031884,0.10771958392779618
0M0249t,0.4151168905797981,0.06494682037574377,0.03116121178365347,0.12318123012494335,0.3655938471358613
0B00id8,0.2470741727352862,0.16522933676430052,0.43784053476392043,0.10332229730432409,0.0465336584321687
0C021tr,0.323868115225782,0.223332492750195,0.04781212079279845,0.3431237736173977,0.06186349761382687
0R008j9,0.25386680025175357,0.08036306371500701,0.05572204355652835,0.05014737285474352,0.5599007196219675
13002gs,0.6911210856683772,0.08517237956136933,0.08148214893742997,0.08682793271848759,0.05539645311433593
0K00a53,0.45766454067133294,0.07047197297104989,0.1327347093693082,0.07680710977668445,0.26232166721162453
