,0,1,2,3,4
1301skj,0.5449652526376411,0.21267154706754457,0.04919778209316006,0.1538441002729795,0.03932131792867472
1100j0u,0.14566930617650245,0.1096465665881012,0.06650897920183656,0.6671822667714189,0.010992881262140944
0G00r5c,0.23606991806312272,0.3935166163396282,0.1458116099494885,0.18721083389754634,0.03739102175021422
1202v5m,0.3463272998019692,0.2496254348333019,0.05481051606222964,0.29562530196853687,0.053611447333962406
0C01365,0.26127222508435616,0.11653204705294858,0.3682243892289374,0.04981489908118521,0.20415643955257262
1302gp2,0.3390088152752765,0.3044143581348706,0.10976303018637239,0.17892432256088187,0.06788947384259862
0T00ted,0.11170908044397346,0.13236379880910654,0.08848935231183255,0.13873799324916947,0.5286997751859179
0U01og8,0.06695559055527198,0.08703600885735022,0.7459838540267114,0.04416378277424755,0.05586076378641884
12030n2,0.17655072075908307,0.27344919623609404,0.0574948723916027,0.08794171942743434,0.40456349118578583
0W00632,0.06689096020515235,0.2878780534047187,0.08554749366720982,0.30387345919030595,0.25581003353261306
1000mdu,0.12152585105456858,0.16914233680488056,0.14430302842004603,0.33503146385448124,0.2299973198660236
0602sqq,0.32209023467582837,0.08511440982867789,0.2541804079304537,0.25596470147294736,0.08265024609209265
13028ek,0.6147926785511808,0.10775206074678156,0.06558713881407206,0.1754968498792462,0.036371272008719424
130204c,0.2928548190455571,0.07377256498346137,0.13822150905019132,0.05579169888302453,0.4393594080377655
1301li6,0.5662016983837331,0.12781858953740496,0.1141941192546301,0.09550044931390447,0.09628514351032721
0J00lhb,0.6129232568326624,0.12121369585358709,0.11341897167964946,0.10551473224809599,0.04692934338600504
0600umh,0.0558481196483202,0.12203625162284916,0.07099751326451209,0.035714978083026455,0.7154031373812921
0K024sv,0.29919614635607145,0.07689704542492196,0.4273549516020612,0.07278519789550485,0.12376665872144055
0701790,0.16001904972786055,0.10733696994685084,0.4143261539280084,0.22683507316094165,0.09148275323633853
1301cla,0.6049220777596009,0.16986914723773208,0.07381758363542874,0.10240702437302648,0.04898416699421178
0A018t9,0.1912632009099074,0.2161840959120972,0.2345345907574125,0.27154428941831354,0.08647382300226936
1301sj1,0.11716863177947796,0.515627638971176,0.14528291687264433,0.16569923123304497,0.05622158114365669
0G016hn,0.11340968118590164,0.6345478424284567,0.05584259253549111,0.16847963437871638,0.027720249471434096
0F02qrc,0.524957172690255,0.12234783693852175,0.20824079939620194,0.12974307037215177,0.014711120602869575
1302oal,0.43465702347304414,0.27041480645094,0.17049107035019345,0.08351421635077383,0.04092288337504852
13019db,0.18217665112701098,0.20511390452264397,0.28937390246907113,0.24641846949849144,0.07691707238278246
0W0291g,0.2989439121358042,0.060278832206876416,0.04026711235098779,0.04717730699386549,0.5533328363124661
1301j5u,0.4324671920168357,0.34725403499995255,0.07100087304185612,0.06560299981563408,0.08367490012572149
0G00v22,0.39911030438679773,0.2311545487149252,0.08890858524411485,0.18775819884733552,0.09306836280682662
0B02gv8,0.36121822249635305,0.06000482443786495,0.19745538988251848,0.2462187679353364,0.13510279524792723
1301qv8,0.11463678117380235,0.1653834191388049,0.5309541932548127,0.0941196860714756,0.09490592036110432
0A00e04,0.12969899283609726,0.6215482150624827,0.12013977712981003,0.07429148805068013,0.054321526920929813
1301mu0,0.21292334623650427,0.36086175249812835,0.05623977539967717,0.22597361927686982,0.1440015065888204
0601nug,0.043765967741267564,0.04824997077732775,0.851648137813309,0.04588847110464122,0.01044745256345458
0H01tsg,0.09791717259553742,0.31244485229074886,0.14056984107614034,0.4365623897405044,0.01250574429706898
0K02hh8,0.22588637481332074,0.27341263622648054,0.22673318922737346,0.08115668756776404,0.1928111121650612
130254f,0.13037619987421936,0.3112950031961276,0.06769161312437227,0.44021050910961385,0.05042667469566691
1301hni,0.17195285947290667,0.2866958479830016,0.21742034731866747,0.2616952760363328,0.062235669189091486
1302ckn,0.37533367122488526,0.2564351139894102,0.058949343367979114,0.21214944944816752,0.09713242196955801
0F02ani,0.13763810773312402,0.6185721388956298,0.05348855996800499,0.14233216893563289,0.04796902446760824
0B01mh6,0.1975726943398724,0.16766534246733553,0.40110834687097396,0.06085767906195779,0.17279593725986037
13000jf,0.4361282885872208,0.23372051845259395,0.2438688786369197,0.04928365197067173,0.036998662352593754
130270h,0.6045339375500417,0.18146241145852787,0.06925654287867869,0.09301315600621266,0.05173395210653915
0H027kj,0.3125615272645093,0.4767638146888834,0.0632796278326483,0.09732290425584372,0.05007212595811526
0Y030tm,0.07392797763981875,0.13547117803521563,0.5391882182489305,0.20468070967341273,0.04673191640262235
13024l3,0.06774551705979463,0.3640125420731193,0.07894763143351803,0.43503040136244336,0.054263908071124634
0B0119v,0.37850048907451195,0.24527440268759568,0.12815459275432325,0.18422380173888991,0.0638467137446792
0M0249t,0.3594962825868687,0.06120897951032657,0.03346198734702627,0.12102904090279387,0.4248037096529846
0B00id8,0.3107076771756836,0.16804061494673514,0.42786979131216213,0.06434542266463249,0.029036493900786692
0C021tr,0.2833475338581995,0.20122242909130028,0.041793606548190046,0.40425356155524783,0.06938286894706239
0R008j9,0.17387881657725818,0.10224685016773086,0.04129899347720182,0.07867228340377859,0.6039030563740306
13002gs,0.6939506164241578,0.08661244861524056,0.10069108946341306,0.07979175060724214,0.03895409488994658
0K00a53,0.40294953035673275,0.06583223857238678,0.13334531802886188,0.08681209233380456,0.31106082070821395
0M026e8,0.21481329610211747,0.1060597900870021,0.055766240626092,0.08635954909851068,0.5370011240862778
1301q0t,0.23479378522555255,0.46715153712929236,0.12188519736651113,0.1112919564693981,0.06487752380924591
0G01rk7,0.53786937678183,0.139431509982963,0.18209553300955217,0.09356334982114001,0.04704023040451485
12030o2,0.18381668947591767,0.06826829677951472,0.03621908785489083,0.1694794889656943,0.5422164369239824
0G0112e,0.560972764372506,0.08887691026851532,0.0973284440647012,0.23591084647128346,0.01691103482299417
0700lci,0.12339425557445778,0.12958048260779848,0.6422483801555225,0.06655967306669039,0.03821720859553083
1301c9p,0.1129705542860906,0.07272809735440405,0.39546764953556834,0.40232801428586706,0.01650568453806996
0G01n62,0.6076858871631037,0.17054484901120126,0.050087217790804286,0.127942025408919,0.04374002062597169
0W01dcr,0.26097025456320244,0.103086646899123,0.03792901465855423,0.04016014344265293,0.5578539404364673
1301quh,0.4513093076718656,0.08001534968075832,0.059765429387795076,0.044063362060385636,0.3648465511991954
